Name,Label,Canton_name
Andiast,15,Uzwil
Andwil (SG),21,St. Gallen
Anières,10,Genève
Anniviers,6,Sion
Anwil,20,Zürich
Appenzell,14,Teufen (AR)
Apples,9,Lausanne
Aranno,12,Lugano
Arbaz,6,Sion
Arbedo-Castione,12,Lugano
Arboldswil,3,Basel
Arbon,23,Frauenfeld
Arch,16,Köniz
Arconciel,19,Bern
Ardon,6,Sion
Arisdorf,3,Basel
Aristau,5,Winterthur
Arlesheim,3,Basel
Arnex-sur-Nyon,10,Genève
Arnex-sur-Orbe,24,La Chaux-de-Fonds
Arni (AG),17,Zug
Arni (BE),16,Köniz
Arogno,12,Lugano
Arosa,15,Uzwil
Arth,21,St. Gallen
Arzier-Le Muids,9,Lausanne
Ascona,12,Lugano
Assens,9,Lausanne
Astano,12,Lugano
Attalens,9,Lausanne
Attelwil,20,Zürich
Attinghausen,21,St. Gallen
Attiswil,16,Köniz
Au (SG),21,St. Gallen
Aubonne,9,Lausanne
Auboranges,19,Bern
Auenstein,3,Basel
Augst,3,Basel
Ausserberg,6,Sion
Auswil,16,Köniz
Autafond,9,Lausanne
Autigny,9,Lausanne
Auw,17,Zug
Avegno Gordevio,12,Lugano
Avenches,19,Bern
Avers,15,Uzwil
Avry,9,Lausanne
Avully,10,Genève
Avusy,10,Genève
Ayent,6,Sion
Baar,17,Zug
Bachenbülach,5,Winterthur
Bachs,20,Zürich
Bad Ragaz,21,St. Gallen
Bad Zurzach,20,Zürich
Baden,20,Zürich
Bagnes,6,Sion
Baldingen,20,Zürich
Balerna,12,Lugano
Balgach,21,St. Gallen
Ballaigues,9,Lausanne
Ballens,9,Lausanne
Ballwil,4,Luzern
Balm bei Günsberg,13,Zuchwil
Balsthal,16,Köniz
Baltschieder,6,Sion
Bangerten,16,Köniz
Bannwil,16,Köniz
Barberêche,16,Köniz
Bardonnex,10,Genève
Bargen (BE),19,Bern
Bargen (SH),5,Winterthur
Bas-Intyamon,19,Bern
Bas-Vully,24,La Chaux-de-Fonds
Basadingen-Schlattingen,23,Frauenfeld
Basel,3,Basel
Basse-Allaine,18,Delémont
Bassersdorf,5,Winterthur
Bassins,9,Lausanne
Bauen,0,Altdorf (UR)
Baulmes,24,La Chaux-de-Fonds
Bauma,5,Winterthur
Bavois,9,Lausanne
Beatenberg,16,Köniz
Beckenried,7,Kriens
Bedano,12,Lugano
Bedigliora,12,Lugano
Bedretto,12,Lugano
Beggingen,5,Winterthur
Begnins,9,Lausanne
Beinwil (Freiamt),17,Zug
Beinwil (SO),16,Köniz
Beinwil am See,20,Zürich
Belfaux,9,Lausanne
Bellach,13,Zuchwil
Bellevue,10,Genève
Bellikon,5,Winterthur
Bellinzona,12,Lugano
Bellmund,16,Köniz
Bellwald,6,Sion
Belmont-sur-Lausanne,9,Lausanne
Belmont-sur-Yverdon,9,Lausanne
Belp,16,Köniz
Belprahon,16,Köniz
Benken (SG),25,Glarus Nord
Benken (ZH),5,Winterthur
Bennwil,3,Basel
Bercher,9,Lausanne
Berg (SG),21,St. Gallen
Berg (TG),23,Frauenfeld
Berg am Irchel,5,Winterthur
Bergdietikon,5,Winterthur
Bergün/Bravuogn,15,Uzwil
Berikon,5,Winterthur
Beringen,5,Winterthur
Berken,13,Zuchwil
Berlingen,23,Frauenfeld
Bern,19,Bern
Berneck,21,St. Gallen
Bernex,10,Genève
Berolle,9,Lausanne
Beromünster,4,Luzern
Besenbüren,5,Winterthur
Bettenhausen,16,Köniz
Bettens,9,Lausanne
Bettingen,3,Basel
Bettlach,16,Köniz
Bettmeralp,6,Sion
Bettwiesen,5,Winterthur
Bettwil,20,Zürich
Beurnevésin,18,Delémont
Bevaix,24,La Chaux-de-Fonds
Bever,15,Uzwil
Bex,6,Sion
Biasca,15,Uzwil
Biberist,16,Köniz
Biberstein,20,Zürich
Bichelsee-Balterswil,5,Winterthur
Biel-Benken,3,Basel
Biel/Bienne,16,Köniz
Biezwil,19,Bern
Biglen,16,Köniz
Billens-Hennens,9,Lausanne
Binn,6,Sion
Binningen,3,Basel
Bioggio,12,Lugano
Bioley-Magnoux,9,Lausanne
Bioley-Orjulaz,9,Lausanne
Birmensdorf (ZH),17,Zug
Birmenstorf (AG),20,Zürich
Birr,20,Zürich
Birrhard,20,Zürich
Birrwil,20,Zürich
Birsfelden,3,Basel
Birwinken,23,Frauenfeld
Bischofszell,21,St. Gallen
Bissone,12,Lugano
Bister,6,Sion
Bitsch,6,Sion
Bivio,15,Uzwil
Bière,9,Lausanne
Blatten,6,Sion
Blauen,13,Zuchwil
Bleienbach,16,Köniz
Blenio,15,Uzwil
Blitzingen,6,Sion
Blonay,9,Lausanne
Blumenstein,16,Köniz
Bodio,15,Uzwil
Bofflens,9,Lausanne
Bogis-Bossey,10,Genève
Bolken,16,Köniz
Bolligen,16,Köniz
Boltigen,6,Sion
Bonaduz,21,St. Gallen
Boncourt,18,Delémont
Bonfol,18,Delémont
Boningen,16,Köniz
Boniswil,20,Zürich
Bonstetten,5,Winterthur
Bonvillars,9,Lausanne
Boppelsen,20,Zürich
Borex,10,Genève
Bosco/Gurin,16,Köniz
Bossonnens,9,Lausanne
Boswil,20,Zürich
Bottens,9,Lausanne
Bottenwil,20,Zürich
Botterens,19,Bern
Bottighofen,23,Frauenfeld
Bottmingen,3,Basel
Boudry,24,La Chaux-de-Fonds
Bougy-Villars,10,Genève
Boulens,9,Lausanne
Bourg-Saint-Pierre,6,Sion
Bourg-en-Lavaux,9,Lausanne
Bournens,9,Lausanne
Bourrignon,18,Delémont
Boussens,9,Lausanne
Bovernier,6,Sion
Bowil,7,Kriens
Boécourt,16,Köniz
Braunau,23,Frauenfeld
Bregaglia,15,Uzwil
Breggia,12,Lugano
Breil/Brigels,15,Uzwil
Breitenbach,13,Zuchwil
Bremblens,24,La Chaux-de-Fonds
Bremgarten (AG),20,Zürich
Bremgarten bei Bern,19,Bern
Brenles,9,Lausanne
Brenzikofen,16,Köniz
Bretigny-sur-Morrens,9,Lausanne
Bretonnières,9,Lausanne
Bretzwil,13,Zuchwil
Brienz (BE),6,Sion
Brienzwiler,16,Köniz
Brig-Glis,6,Sion
Brione (Verzasca),15,Uzwil
Brione sopra Minusio,12,Lugano
Brislach,13,Zuchwil
Brissago,12,Lugano
Brittnau,16,Köniz
Broc,19,Bern
Brot-Dessous,24,La Chaux-de-Fonds
Brot-Plamboz,24,La Chaux-de-Fonds
Brugg,20,Zürich
Brunegg,20,Zürich
Brusino Arsizio,12,Lugano
Brusio,15,Uzwil
Brügg,16,Köniz
Brünisried,19,Bern
Brüttelen,16,Köniz
Brütten,5,Winterthur
Bubendorf,20,Zürich
Bubikon,5,Winterthur
Buch (SH),23,Frauenfeld
Buch am Irchel,23,Frauenfeld
Buchberg,5,Winterthur
Buchegg,16,Köniz
Buchholterberg,16,Köniz
Buchillon,10,Genève
Buchrain,7,Kriens
Buchs (AG),20,Zürich
Buchs (SG),21,St. Gallen
Buchs (ZH),5,Winterthur
Buckten,20,Zürich
Bulle,9,Lausanne
Bullet,24,La Chaux-de-Fonds
Buochs,21,St. Gallen
Bure,18,Delémont
Burg (AG),20,Zürich
Burg im Leimental,18,Delémont
Burgdorf,16,Köniz
Burgistein,16,Köniz
Bursinel,9,Lausanne
Bursins,9,Lausanne
Burtigny,9,Lausanne
Buseno,15,Uzwil
Bussigny,9,Lausanne
Bussnang,21,St. Gallen
Busswil bei Melchnau,16,Köniz
Bussy (FR),9,Lausanne
Bussy-Chardonney,9,Lausanne
Bussy-sur-Moudon,19,Bern
Buttisholz,4,Luzern
Buttwil,5,Winterthur
Buus,3,Basel
Bäretswil,5,Winterthur
Bäriswil,16,Köniz
Bärschwil,3,Basel
Bätterkinden,16,Köniz
Bättwil,3,Basel
Böbikon,5,Winterthur
Böckten,20,Zürich
Bönigen,16,Köniz
Bösingen,19,Bern
Böttstein,20,Zürich
Bözberg,20,Zürich
Bözen,20,Zürich
Büetigen,19,Bern
Bühl,19,Bern
Bühler,21,St. Gallen
Bülach,5,Winterthur
Bünzen,5,Winterthur
Bürchen,6,Sion
Büren (SO),3,Basel
Büren an der Aare,16,Köniz
Bürglen (TG),21,St. Gallen
Bürglen (UR),21,St. Gallen
Büron,4,Luzern
Büsserach,13,Zuchwil
Bütschwil-Ganterschwil,7,Kriens
Büttenhardt,5,Winterthur
Büttikon,20,Zürich
Cademario,12,Lugano
Cadempino,12,Lugano
Cadenazzo,12,Lugano
Calanca,15,Uzwil
Cama,15,Uzwil
Camorino,15,Uzwil
Campo (Vallemaggia),16,Köniz
Canobbio,12,Lugano
Capriasca,12,Lugano
Carouge (GE),10,Genève
Carrouge (VD),19,Bern
Cartigny,10,Genève
Caslano,12,Lugano
Castaneda,15,Uzwil
Castel San Pietro,12,Lugano
Casti-Wergenstein,15,Uzwil
Cazis,15,Uzwil
Celerina/Schlarigna,15,Uzwil
Centovalli,12,Lugano
Cerentino,16,Köniz
Cevio,16,Köniz
Chalais,6,Sion
Cham,17,Zug
Chamblon,24,La Chaux-de-Fonds
Chamoson,6,Sion
Champagne,24,La Chaux-de-Fonds
Champoz,18,Delémont
Champtauroz,9,Lausanne
Champvent,24,La Chaux-de-Fonds
Champéry,6,Sion
Chancy,10,Genève
Chapelle (Glâne),6,Sion
Chardonne,9,Lausanne
Charrat,6,Sion
Chavannes-de-Bogis,9,Lausanne
Chavannes-des-Bois,9,Lausanne
Chavannes-le-Chêne,9,Lausanne
Chavannes-le-Veyron,9,Lausanne
Chavannes-près-Renens,9,Lausanne
Chavannes-sur-Moudon,9,Lausanne
Chavornay,9,Lausanne
Cheiry,19,Bern
Chermignon,6,Sion
Chesalles-sur-Moudon,9,Lausanne
Cheseaux-Noréaz,9,Lausanne
Cheseaux-sur-Lausanne,9,Lausanne
Chessel,6,Sion
Chevilly,9,Lausanne
Chevroux,19,Bern
Chexbres,9,Lausanne
Cheyres,9,Lausanne
Chiasso,12,Lugano
Chigny,9,Lausanne
Chippis,6,Sion
Choulex,10,Genève
Chur,21,St. Gallen
Churwalden,21,St. Gallen
Châbles,9,Lausanne
Château-d'Oex,6,Sion
Châtel-Saint-Denis,19,Bern
Châtel-sur-Montsalvens,6,Sion
Châtillon (FR),9,Lausanne
Châtillon (JU),16,Köniz
Châtonnaye,9,Lausanne
Chénens,19,Bern
Chéserex,10,Genève
Chésopelloz,9,Lausanne
Chêne-Bougeries,10,Genève
Chêne-Bourg,10,Genève
Chêne-Pâquier,9,Lausanne
Clarmont,9,Lausanne
Claro,12,Lugano
Clavaleyres,19,Bern
Clos du Doubs,18,Delémont
Coeuve,18,Delémont
Coinsins,9,Lausanne
Coldrerio,12,Lugano
Collex-Bossy,10,Genève
Collina d'Oro,12,Lugano
Collombey-Muraz,6,Sion
Collonge-Bellerive,10,Genève
Collonges,6,Sion
Cologny,10,Genève
Comano,12,Lugano
Commugny,9,Lausanne
Concise,24,La Chaux-de-Fonds
Confignon,10,Genève
Conters im Prättigau,15,Uzwil
Conthey,6,Sion
Coppet,9,Lausanne
Corban,16,Köniz
Corbeyrier,6,Sion
Corbières,19,Bern
Corcelles (BE),16,Köniz
Corcelles-Cormondrèche,24,La Chaux-de-Fonds
Corcelles-le-Jorat,9,Lausanne
Corcelles-près-Concise,24,La Chaux-de-Fonds
Corcelles-près-Payerne,9,Lausanne
Corcelles-sur-Chavornay,9,Lausanne
Corgémont,16,Köniz
Corippo,15,Uzwil
Corminboeuf,9,Lausanne
Cormoret,24,La Chaux-de-Fonds
Cornaux,24,La Chaux-de-Fonds
Cornol,16,Köniz
Corpataux-Magnedens,9,Lausanne
Corseaux,9,Lausanne
Corserey,9,Lausanne
Corsier (GE),9,Lausanne
Corsier-sur-Vevey,9,Lausanne
Cortaillod,24,La Chaux-de-Fonds
Cortébert,24,La Chaux-de-Fonds
Cossonay,9,Lausanne
Cottens (FR),9,Lausanne
Cottens (VD),9,Lausanne
Courchapoix,13,Zuchwil
Courchavon,18,Delémont
Courgenay,18,Delémont
Courgevaux,19,Bern
Courlevon,19,Bern
Courrendlin,18,Delémont
Courroux,18,Delémont
Court,13,Zuchwil
Courtedoux,18,Delémont
Courtelary,24,La Chaux-de-Fonds
Courtepin,9,Lausanne
Courtételle,18,Delémont
Crans-près-Céligny,10,Genève
Crassier,10,Genève
Cremin,9,Lausanne
Cresciano,12,Lugano
Cressier (FR),19,Bern
Cressier (NE),24,La Chaux-de-Fonds
Crissier,9,Lausanne
Croglio,12,Lugano
Cronay,9,Lausanne
Croy,9,Lausanne
Crémines,18,Delémont
Crésuz,9,Lausanne
Cuarnens,9,Lausanne
Cuarny,9,Lausanne
Cudrefin,19,Bern
Cugnasco-Gerra,12,Lugano
Cugy (FR),19,Bern
Cugy (VD),9,Lausanne
Cunter,15,Uzwil
Cureglia,12,Lugano
Curio,12,Lugano
Curtilles,19,Bern
Céligny,10,Genève
Dachsen,23,Frauenfeld
Dagmersellen,4,Luzern
Daillens,24,La Chaux-de-Fonds
Dallenwil,7,Kriens
Dalpe,12,Lugano
Damphreux,18,Delémont
Dardagny,10,Genève
Davos,15,Uzwil
Degersheim,23,Frauenfeld
Deisswil bei Münchenbuchsee,16,Köniz
Deitingen,16,Köniz
Delley-Portalban,9,Lausanne
Delémont,18,Delémont
Denens,9,Lausanne
Denges,9,Lausanne
Densbüren,20,Zürich
Derendingen,13,Zuchwil
Develier,16,Köniz
Diegten,3,Basel
Dielsdorf,5,Winterthur
Diemerswil,19,Bern
Diemtigen,16,Köniz
Diepflingen,20,Zürich
Diepoldsau,21,St. Gallen
Dierikon,7,Kriens
Diessbach bei Büren,19,Bern
Diessenhofen,23,Frauenfeld
Dietikon,5,Winterthur
Dietlikon,5,Winterthur
Dietwil,4,Luzern
Dinhard,5,Winterthur
Dintikon,17,Zug
Disentis/Mustér,12,Lugano
Dittingen,13,Zuchwil
Dizy,9,Lausanne
Domat/Ems,21,St. Gallen
Domdidier,9,Lausanne
Domleschg,21,St. Gallen
Dompierre (FR),9,Lausanne
Dompierre (VD),9,Lausanne
Donat,15,Uzwil
Donneloye,9,Lausanne
Doppleschwand,4,Luzern
Dorf,23,Frauenfeld
Dornach,3,Basel
Dorénaz,6,Sion
Dottikon,20,Zürich
Dotzigen,19,Bern
Dozwil,23,Frauenfeld
Drei Höfe,16,Köniz
Duggingen,3,Basel
Duillier,10,Genève
Dulliken,16,Köniz
Dully,9,Lausanne
Dägerlen,23,Frauenfeld
Dällikon,5,Winterthur
Däniken,3,Basel
Dänikon,20,Zürich
Därligen,16,Köniz
Därstetten,16,Köniz
Dättlikon,23,Frauenfeld
Démoret,19,Bern
Dörflingen,5,Winterthur
Döttingen,20,Zürich
Dübendorf,5,Winterthur
Düdingen,9,Lausanne
Dürnten,5,Winterthur
Dürrenroth,16,Köniz
Dürrenäsch,20,Zürich
Ebersecken,16,Köniz
Ebikon,7,Kriens
Ebnat-Kappel,7,Kriens
Echallens,24,La Chaux-de-Fonds
Echandens,9,Lausanne
Echarlens,19,Bern
Echichens,9,Lausanne
Eclépens,24,La Chaux-de-Fonds
Ecublens (FR),19,Bern
Ecublens (VD),9,Lausanne
Ederswiler,18,Delémont
Effingen,20,Zürich
Egerkingen,3,Basel
Egg,5,Winterthur
Eggenwil,5,Winterthur
Eggerberg,16,Köniz
Eggersriet,21,St. Gallen
Eggiwil,16,Köniz
Eglisau,5,Winterthur
Egliswil,20,Zürich
Egnach,21,St. Gallen
Egolzwil,16,Köniz
Ehrendingen,5,Winterthur
Eich,4,Luzern
Eichberg,21,St. Gallen
Eiken,20,Zürich
Einsiedeln,21,St. Gallen
Eischoll,6,Sion
Eisten,6,Sion
Elfingen,20,Zürich
Elgg,5,Winterthur
Ellikon an der Thur,23,Frauenfeld
Elsau,5,Winterthur
Embd,6,Sion
Embrach,5,Winterthur
Emmen,7,Kriens
Emmetten,7,Kriens
Endingen,20,Zürich
Engelberg,21,St. Gallen
Enges,24,La Chaux-de-Fonds
Ennetbaden,20,Zürich
Ennetbürgen,4,Luzern
Ennetmoos,4,Luzern
Entlebuch,16,Köniz
Epalinges,9,Lausanne
Ependes (FR),16,Köniz
Ependes (VD),9,Lausanne
Eppenberg-Wöschnau,3,Basel
Epsach,19,Bern
Eptingen,20,Zürich
Ergisch,6,Sion
Eriswil,4,Luzern
Eriz,16,Köniz
Erlach,16,Köniz
Erlen,23,Frauenfeld
Erlenbach (ZH),17,Zug
Erlenbach im Simmental,16,Köniz
Erlinsbach (AG),3,Basel
Erlinsbach (SO),3,Basel
Ermatingen,23,Frauenfeld
Ermensee,4,Luzern
Ernen,6,Sion
Erschwil,16,Köniz
Ersigen,16,Köniz
Erstfeld,7,Kriens
Eschenbach (LU),4,Luzern
Eschenbach (SG),7,Kriens
Eschenz,23,Frauenfeld
Eschert,13,Zuchwil
Eschlikon,5,Winterthur
Escholzmatt-Marbach,7,Kriens
Essert-Pittet,9,Lausanne
Essertes,9,Lausanne
Essertines-sur-Rolle,9,Lausanne
Essertines-sur-Yverdon,9,Lausanne
Estavayer-le-Lac,9,Lausanne
Etagnières,9,Lausanne
Etoy,9,Lausanne
Ettingen,3,Basel
Ettiswil,4,Luzern
Etziken,13,Zuchwil
Evilard,16,Köniz
Evionnaz,6,Sion
Evolène,6,Sion
Eysins,9,Lausanne
Fahrni,16,Köniz
Fahrwangen,4,Luzern
Fahy,18,Delémont
Faido,15,Uzwil
Falera,15,Uzwil
Faoug,19,Bern
Farnern,16,Köniz
Farvagny,19,Bern
Fehraltorf,5,Winterthur
Fehren,13,Zuchwil
Felben-Wellhausen,23,Frauenfeld
Feldbrunnen-St. Niklaus,13,Zuchwil
Felsberg,21,St. Gallen
Ferden,6,Sion
Ferenbalm,9,Lausanne
Ferlens (VD),9,Lausanne
Ferpicloz,19,Bern
Ferrera,15,Uzwil
Ferreyres,9,Lausanne
Feuerthalen,5,Winterthur
Feusisberg,21,St. Gallen
Fey,9,Lausanne
Fideris,15,Uzwil
Fiesch,6,Sion
Fieschertal,6,Sion
Fiez,9,Lausanne
Filisur,15,Uzwil
Finhaut,6,Sion
Finsterhennen,16,Köniz
Fischbach,16,Köniz
Fischbach-Göslikon,20,Zürich
Fischenthal,5,Winterthur
Fischingen,23,Frauenfeld
Fisibach,20,Zürich
Fislisbach,5,Winterthur
Flaach,5,Winterthur
Flawil,21,St. Gallen
Flerden,21,St. Gallen
Flims,21,St. Gallen
Flumenthal,13,Zuchwil
Flums,7,Kriens
Flurlingen,5,Winterthur
Fläsch,21,St. Gallen
Flüelen,0,Altdorf (UR)
Flühli,4,Luzern
Fontaines-sur-Grandson,9,Lausanne
Fontenais,18,Delémont
Forel (Lavaux),9,Lausanne
Forel-sur-Lucens,9,Lausanne
Forst-Längenbühl,16,Köniz
Founex,9,Lausanne
Frasco,15,Uzwil
Fraubrunnen,16,Köniz
Frauenfeld,23,Frauenfeld
Frauenkappelen,19,Bern
Freienbach,7,Kriens
Freienstein-Teufen,5,Winterthur
Freienwil,5,Winterthur
Freimettigen,16,Köniz
Frenkendorf,3,Basel
Fresens,24,La Chaux-de-Fonds
Fribourg,9,Lausanne
Frick,20,Zürich
Froideville,9,Lausanne
Frutigen,6,Sion
Fräschels,16,Köniz
Fulenbach,16,Köniz
Full-Reuenthal,20,Zürich
Fully,6,Sion
Furna,21,St. Gallen
Fällanden,20,Zürich
Féchy,10,Genève
Fétigny,19,Bern
Füllinsdorf,3,Basel
Fürstenau,15,Uzwil
Gachnang,23,Frauenfeld
Gais,21,St. Gallen
Gaiserwald,23,Frauenfeld
Galgenen,7,Kriens
Galmiz,9,Lausanne
Gals,24,La Chaux-de-Fonds
Gambarogno,12,Lugano
Gampel-Bratsch,19,Bern
Gampelen,16,Köniz
Gams,21,St. Gallen
Gansingen,20,Zürich
Gebenstorf,5,Winterthur
Gelterfingen,16,Köniz
Gelterkinden,3,Basel
Geltwil,17,Zug
Gempen,13,Zuchwil
Gempenach,9,Lausanne
Genolier,9,Lausanne
Genthod,10,Genève
Genève,10,Genève
Gerlafingen,16,Köniz
Geroldswil,5,Winterthur
Gersau,7,Kriens
Gerzensee,16,Köniz
Gettnau,16,Köniz
Geuensee,4,Luzern
Giebenach,3,Basel
Giez,9,Lausanne
Giffers,16,Köniz
Gilly,9,Lausanne
Gimel,9,Lausanne
Gingins,9,Lausanne
Giornico,15,Uzwil
Gipf-Oberfrick,3,Basel
Gisikon,4,Luzern
Giswil,7,Kriens
Giubiasco,12,Lugano
Givisiez,9,Lausanne
Givrins,9,Lausanne
Gland,9,Lausanne
Glarus,2,Glarus
Glarus Nord,25,Glarus Nord
Glarus Süd,15,Uzwil
Glattfelden,5,Winterthur
Gletterens,19,Bern
Gnosca,12,Lugano
Golaten,9,Lausanne
Goldach,21,St. Gallen
Gollion,9,Lausanne
Gommiswald,7,Kriens
Gondiswil,16,Köniz
Gonten,14,Teufen (AR)
Gontenschwil,20,Zürich
Gordola,12,Lugano
Gorduno,12,Lugano
Gorgier,24,La Chaux-de-Fonds
Gossau (SG),21,St. Gallen
Gossau (ZH),5,Winterthur
Gottlieben,23,Frauenfeld
Goumoëns,24,La Chaux-de-Fonds
Graben,13,Zuchwil
Grabs,21,St. Gallen
Grafschaft,6,Sion
Grancia,12,Lugano
Grancy,9,Lausanne
Grandcour,19,Bern
Grandevent,9,Lausanne
Grandfontaine,16,Köniz
Grandson,24,La Chaux-de-Fonds
Grandval,13,Zuchwil
Grandvillard,19,Bern
Granges (Veveyse),9,Lausanne
Granges-Paccot,9,Lausanne
Grangettes,6,Sion
Gravesano,12,Lugano
Greifensee,5,Winterthur
Grellingen,13,Zuchwil
Grenchen,16,Köniz
Greng,19,Bern
Grengiols,6,Sion
Grens,10,Genève
Greppen,4,Luzern
Gresso,16,Köniz
Gretzenbach,16,Köniz
Grimisuat,6,Sion
Grindel,3,Basel
Grindelwald,6,Sion
Grolley,9,Lausanne
Grono,15,Uzwil
Grossaffoltern,19,Bern
Grossdietwil,16,Köniz
Grosshöchstetten,16,Köniz
Grosswangen,4,Luzern
Grub (AR),21,St. Gallen
Gruyères,19,Bern
Gryon,6,Sion
Grächen,6,Sion
Gränichen,20,Zürich
Grône,6,Sion
Grüningen,5,Winterthur
Grüsch,21,St. Gallen
Gsteig,19,Bern
Gsteigwiler,7,Kriens
Gudo,12,Lugano
Guggisberg,6,Sion
Gunzgen,16,Köniz
Gurbrü,9,Lausanne
Gurmels,9,Lausanne
Gurtnellen,7,Kriens
Gurzelen,16,Köniz
Guttannen,6,Sion
Guttet-Feschel,6,Sion
Gy,10,Genève
Gächlingen,5,Winterthur
Gänsbrunnen,13,Zuchwil
Göschenen,6,Sion
Gündlischwand,6,Sion
Günsberg,13,Zuchwil
Güttingen,23,Frauenfeld
Habkern,16,Köniz
Habsburg,20,Zürich
Hagenbuch,5,Winterthur
Hagneck,16,Köniz
Haldenstein,21,St. Gallen
Hallau,5,Winterthur
Hallwil,20,Zürich
Halten,16,Köniz
Hasle (LU),4,Luzern
Hasle bei Burgdorf,16,Köniz
Hasliberg,7,Kriens
Hauenstein-Ifenthal,20,Zürich
Hauptwil-Gottshaus,21,St. Gallen
Hausen (AG),20,Zürich
Hausen am Albis,17,Zug
Haut-Intyamon,19,Bern
Haut-Vully,24,La Chaux-de-Fonds
Haute-Ajoie,16,Köniz
Haute-Sorne,16,Köniz
Hauterive (FR),9,Lausanne
Hauterive (NE),24,La Chaux-de-Fonds
Hauteville,19,Bern
Hedingen,5,Winterthur
Hefenhofen,23,Frauenfeld
Heiden,21,St. Gallen
Heiligenschwendi,16,Köniz
Heimberg,16,Köniz
Heimenhausen,16,Köniz
Heimiswil,16,Köniz
Heitenried,16,Köniz
Hellikon,3,Basel
Hellsau,16,Köniz
Hemberg,23,Frauenfeld
Hemishofen,23,Frauenfeld
Hemmiken,3,Basel
Hendschiken,17,Zug
Henggart,23,Frauenfeld
Henniez,9,Lausanne
Herbetswil,13,Zuchwil
Herbligen,16,Köniz
Herdern,23,Frauenfeld
Hergiswil (NW),4,Luzern
Hergiswil bei Willisau,4,Luzern
Herisau,23,Frauenfeld
Hermance,10,Genève
Hermenches,9,Lausanne
Hermiswil,16,Köniz
Hermrigen,19,Bern
Herrliberg,5,Winterthur
Hersberg,3,Basel
Herznach,3,Basel
Herzogenbuchsee,16,Köniz
Hettlingen,5,Winterthur
Hildisrieden,4,Luzern
Hilterfingen,16,Köniz
Himmelried,13,Zuchwil
Hindelbank,16,Köniz
Hinterrhein,15,Uzwil
Hinwil,5,Winterthur
Hirschthal,20,Zürich
Hirzel,7,Kriens
Hittnau,5,Winterthur
Hitzkirch,4,Luzern
Hochdorf,4,Luzern
Hochfelden,5,Winterthur
Hochwald,13,Zuchwil
Hofstetten (ZH),5,Winterthur
Hofstetten bei Brienz,7,Kriens
Hofstetten-Flüh,3,Basel
Hohenrain,4,Luzern
Hohentannen,21,St. Gallen
Holderbank (AG),20,Zürich
Holderbank (SO),13,Zuchwil
Holziken,16,Köniz
Homberg,16,Köniz
Hombrechtikon,7,Kriens
Homburg,23,Frauenfeld
Honau,7,Kriens
Horgen,20,Zürich
Horn,21,St. Gallen
Hornussen,20,Zürich
Horrenbach-Buchen,7,Kriens
Horriwil,16,Köniz
Horw,4,Luzern
Hospental,15,Uzwil
Hubersdorf,13,Zuchwil
Humlikon,23,Frauenfeld
Hundwil,23,Frauenfeld
Hunzenschwil,20,Zürich
Huttwil,16,Köniz
Häfelfingen,3,Basel
Hägendorf,3,Basel
Häggenschwil,21,St. Gallen
Hägglingen,20,Zürich
Härkingen,3,Basel
Häutligen,16,Köniz
Hérémence,6,Sion
Höchstetten,13,Zuchwil
Hölstein,3,Basel
Höri,5,Winterthur
Hünenberg,4,Luzern
Hüniken,13,Zuchwil
Hüntwangen,5,Winterthur
Hütten,5,Winterthur
Hüttikon,20,Zürich
Hüttlingen,21,St. Gallen
Hüttwilen,23,Frauenfeld
Icogne,6,Sion
Iffwil,16,Köniz
Ilanz/Glion,15,Uzwil
Illgau,7,Kriens
Illnau-Effretikon,5,Winterthur
Inden,6,Sion
Ingenbohl,7,Kriens
Inkwil,16,Köniz
Innerthal,25,Glarus Nord
Innertkirchen,6,Sion
Ins,16,Köniz
Interlaken,16,Köniz
Inwil,4,Luzern
Ipsach,16,Köniz
Iragna,12,Lugano
Iseltwald,6,Sion
Isenthal,7,Kriens
Islisberg,5,Winterthur
Isone,12,Lugano
Isorno,12,Lugano
Isérables,6,Sion
Itingen,3,Basel
Ittigen,19,Bern
Jaberg,16,Köniz
Jaun,6,Sion
Jegenstorf,16,Köniz
Jenaz,21,St. Gallen
Jenins,21,St. Gallen
Jens,16,Köniz
Jeuss,16,Köniz
Jonen,5,Winterthur
Jongny,19,Bern
Jonschwil,23,Frauenfeld
Jorat-Menthue,9,Lausanne
Jouxtens-Mézery,9,Lausanne
Juriens,9,Lausanne
Jussy,10,Genève
Kaiseraugst,3,Basel
Kaiserstuhl,5,Winterthur
Kaisten,20,Zürich
Kallern,4,Luzern
Kallnach,16,Köniz
Kaltbrunn,7,Kriens
Kammersrohr,16,Köniz
Kandergrund,6,Sion
Kandersteg,6,Sion
Kappel (SO),16,Köniz
Kappel am Albis,17,Zug
Kappelen,19,Bern
Kaufdorf,16,Köniz
Kehrsatz,16,Köniz
Kemmental,23,Frauenfeld
Kernenried,16,Köniz
Kerns,7,Kriens
Kerzers,16,Köniz
Kesswil,23,Frauenfeld
Kestenholz,16,Köniz
Kienberg,3,Basel
Kiesen,16,Köniz
Kilchberg (BL),20,Zürich
Kilchberg (ZH),20,Zürich
Killwangen,20,Zürich
Kippel,6,Sion
Kirchberg (BE),16,Köniz
Kirchberg (SG),23,Frauenfeld
Kirchdorf (BE),16,Köniz
Kirchenthurnen,16,Köniz
Kirchleerau,4,Luzern
